Case/Scenario,LCA_metric,Total LCA: Unit (numerator),Total LCA: Unit (denominator),Production Year,Total LCA
"2022, Partially upgraded marine fuel via HTL from Manure with NH3 removal for 1000 MTPD Manure",CO2e,g,MJ,2038,-40.310677755837446
"2022, Partially upgraded marine fuel via HTL from Manure with NH3 removal for 1000 MTPD Manure",CO2e,g,MJ,2039,-40.310677755837446
"2022, Partially upgraded marine fuel via HTL from Manure with NH3 removal for 1000 MTPD Manure",CO2e,g,MJ,2040,-40.64079140330005
"2022, Partially upgraded marine fuel via HTL from Manure with NH3 removal for 1000 MTPD Manure",CO2e,g,MJ,2041,-40.64079140330005
"2022, Partially upgraded marine fuel via HTL from Manure with NH3 removal for 1000 MTPD Manure",CO2e,g,MJ,2042,-40.64079140330005
"2022, Partially upgraded marine fuel via HTL from Manure with NH3 removal for 1000 MTPD Manure",CO2e,g,MJ,2043,-40.64079140330005
"2022, Partially upgraded marine fuel via HTL from Manure with NH3 removal for 1000 MTPD Manure",CO2e,g,MJ,2044,-40.64079140330005
"2022, Partially upgraded marine fuel via HTL from Manure with NH3 removal for 1000 MTPD Manure",CO2e,g,MJ,2045,-40.81763960489374
"2022, Partially upgraded marine fuel via HTL from Manure with NH3 removal for 1000 MTPD Manure",CO2e,g,MJ,2046,-40.81763960489374
"2022, Partially upgraded marine fuel via HTL from Manure with NH3 removal for 1000 MTPD Manure",CO2e,g,MJ,2047,-40.81763960489374
"2022, Partially upgraded marine fuel via HTL from Manure with NH3 removal for 1000 MTPD Manure",CO2e,g,MJ,2048,-40.81763960489374
"2022, Partially upgraded marine fuel via HTL from Manure with NH3 removal for 1000 MTPD Manure",CO2e,g,MJ,2049,-40.81763960489374
"2022, Partially upgraded marine fuel via HTL from Manure with NH3 removal for 1000 MTPD Manure",CO2e,g,MJ,2050,-41.46933312458055
"2022, Partially upgraded marine fuel via HTL from sludge with NH3 removal for 1000 MTPD sludge",CO2e,g,MJ,2022,-2.7267875731822553
"2022, Partially upgraded marine fuel via HTL from sludge with NH3 removal for 1000 MTPD sludge",CO2e,g,MJ,2023,-2.7267875731822553
"2022, Partially upgraded marine fuel via HTL from sludge with NH3 removal for 1000 MTPD sludge",CO2e,g,MJ,2024,-2.7267875731822553
"2022, Partially upgraded marine fuel via HTL from sludge with NH3 removal for 1000 MTPD sludge",CO2e,g,MJ,2025,-3.1641373192341447
"2022, Partially upgraded marine fuel via HTL from sludge with NH3 removal for 1000 MTPD sludge",CO2e,g,MJ,2026,-3.1641373192341447
"2022, Partially upgraded marine fuel via HTL from sludge with NH3 removal for 1000 MTPD sludge",CO2e,g,MJ,2027,-3.1641373192341447
"2022, Partially upgraded marine fuel via HTL from sludge with NH3 removal for 1000 MTPD sludge",CO2e,g,MJ,2028,-3.1641373192341447
"2022, Partially upgraded marine fuel via HTL from sludge with NH3 removal for 1000 MTPD sludge",CO2e,g,MJ,2029,-3.1641373192341447
"2022, Partially upgraded marine fuel via HTL from sludge with NH3 removal for 1000 MTPD sludge",CO2e,g,MJ,2030,-3.612345200921509
"2022, Partially upgraded marine fuel via HTL from sludge with NH3 removal for 1000 MTPD sludge",CO2e,g,MJ,2031,-3.61234520092151
"2022, Partially upgraded marine fuel via HTL from sludge with NH3 removal for 1000 MTPD sludge",CO2e,g,MJ,2032,-3.61234520092151
"2022, Partially upgraded marine fuel via HTL from sludge with NH3 removal for 1000 MTPD sludge",CO2e,g,MJ,2033,-3.61234520092151
"2022, Partially upgraded marine fuel via HTL from sludge with NH3 removal for 1000 MTPD sludge",CO2e,g,MJ,2034,-3.61234520092151
"2022, Partially upgraded marine fuel via HTL from sludge with NH3 removal for 1000 MTPD sludge",CO2e,g,MJ,2035,-3.9379010448304475
"2022, Partially upgraded marine fuel via HTL from sludge with NH3 removal for 1000 MTPD sludge",CO2e,g,MJ,2036,-3.9379010448304475
"2022, Partially upgraded marine fuel via HTL from sludge with NH3 removal for 1000 MTPD sludge",CO2e,g,MJ,2037,-3.9379010448304475
"2022, Partially upgraded marine fuel via HTL from sludge with NH3 removal for 1000 MTPD sludge",CO2e,g,MJ,2038,-3.9379010448304475
"2022, Partially upgraded marine fuel via HTL from sludge with NH3 removal for 1000 MTPD sludge",CO2e,g,MJ,2039,-3.9379010448304475
"2022, Partially upgraded marine fuel via HTL from sludge with NH3 removal for 1000 MTPD sludge",CO2e,g,MJ,2040,-3.9264496359329253
"2022, Partially upgraded marine fuel via HTL from sludge with NH3 removal for 1000 MTPD sludge",CO2e,g,MJ,2041,-3.9264496359329266
"2022, Partially upgraded marine fuel via HTL from sludge with NH3 removal for 1000 MTPD sludge",CO2e,g,MJ,2042,-3.9264496359329266
"2022, Partially upgraded marine fuel via HTL from sludge with NH3 removal for 1000 MTPD sludge",CO2e,g,MJ,2043,-3.9264496359329266
"2022, Partially upgraded marine fuel via HTL from sludge with NH3 removal for 1000 MTPD sludge",CO2e,g,MJ,2044,-3.9264496359329266
"2022, Partially upgraded marine fuel via HTL from sludge with NH3 removal for 1000 MTPD sludge",CO2e,g,MJ,2045,-3.92031490646051
"2022, Partially upgraded marine fuel via HTL from sludge with NH3 removal for 1000 MTPD sludge",CO2e,g,MJ,2046,-3.9203149064605105
"2022, Partially upgraded marine fuel via HTL from sludge with NH3 removal for 1000 MTPD sludge",CO2e,g,MJ,2047,-3.9203149064605105
"2022, Partially upgraded marine fuel via HTL from sludge with NH3 removal for 1000 MTPD sludge",CO2e,g,MJ,2048,-3.9203149064605105
"2022, Partially upgraded marine fuel via HTL from sludge with NH3 removal for 1000 MTPD sludge",CO2e,g,MJ,2049,-3.9203149064605105
"2022, Partially upgraded marine fuel via HTL from sludge with NH3 removal for 1000 MTPD sludge",CO2e,g,MJ,2050,-4.3202780235010865
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 17% oxygen content",CO2e,g,MJ,2022,1.9470141738331321
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 17% oxygen content",CO2e,g,MJ,2023,1.9470141738331392
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 17% oxygen content",CO2e,g,MJ,2024,1.9470141738331392
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 17% oxygen content",CO2e,g,MJ,2025,7.646247396303217
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 17% oxygen content",CO2e,g,MJ,2026,7.646247396303217
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 17% oxygen content",CO2e,g,MJ,2027,7.646247396303217
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 17% oxygen content",CO2e,g,MJ,2028,7.646247396303217
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 17% oxygen content",CO2e,g,MJ,2029,7.646247396303217
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 17% oxygen content",CO2e,g,MJ,2030,9.119281379813238
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 17% oxygen content",CO2e,g,MJ,2031,9.119281379813238
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 17% oxygen content",CO2e,g,MJ,2032,9.119281379813238
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 17% oxygen content",CO2e,g,MJ,2033,9.119281379813238
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 17% oxygen content",CO2e,g,MJ,2034,9.119281379813238
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 17% oxygen content",CO2e,g,MJ,2035,11.061926443757798
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 17% oxygen content",CO2e,g,MJ,2036,11.061926443757791
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 17% oxygen content",CO2e,g,MJ,2037,11.061926443757791
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 17% oxygen content",CO2e,g,MJ,2038,11.061926443757791
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 17% oxygen content",CO2e,g,MJ,2039,11.061926443757791
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 17% oxygen content",CO2e,g,MJ,2040,12.371843659274404
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 17% oxygen content",CO2e,g,MJ,2041,12.371843659274404
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 17% oxygen content",CO2e,g,MJ,2042,12.371843659274404
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 17% oxygen content",CO2e,g,MJ,2043,12.371843659274404
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 17% oxygen content",CO2e,g,MJ,2044,12.371843659274404
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 17% oxygen content",CO2e,g,MJ,2045,13.06371991654548
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 17% oxygen content",CO2e,g,MJ,2046,13.063719916545466
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 17% oxygen content",CO2e,g,MJ,2047,13.063719916545466
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 17% oxygen content",CO2e,g,MJ,2048,13.063719916545466
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 17% oxygen content",CO2e,g,MJ,2049,13.063719916545466
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 17% oxygen content",CO2e,g,MJ,2050,13.216301755637524
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 20% oxygen content",CO2e,g,MJ,2022,9.594776389575685
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 20% oxygen content",CO2e,g,MJ,2023,9.594776389575692
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 20% oxygen content",CO2e,g,MJ,2024,9.594776389575692
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 20% oxygen content",CO2e,g,MJ,2025,13.365296816440221
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 20% oxygen content",CO2e,g,MJ,2026,13.365296816440217
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 20% oxygen content",CO2e,g,MJ,2027,13.365296816440217
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 20% oxygen content",CO2e,g,MJ,2028,13.365296816440217
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 20% oxygen content",CO2e,g,MJ,2029,13.365296816440217
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 20% oxygen content",CO2e,g,MJ,2030,14.263367950652178
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 20% oxygen content",CO2e,g,MJ,2031,14.263367950652171
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 20% oxygen content",CO2e,g,MJ,2032,14.263367950652171
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 20% oxygen content",CO2e,g,MJ,2033,14.263367950652171
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 20% oxygen content",CO2e,g,MJ,2034,14.263367950652171
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 20% oxygen content",CO2e,g,MJ,2035,15.537513085432987
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 20% oxygen content",CO2e,g,MJ,2036,15.53751308543298
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 20% oxygen content",CO2e,g,MJ,2037,15.53751308543298
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 20% oxygen content",CO2e,g,MJ,2038,15.53751308543298
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 20% oxygen content",CO2e,g,MJ,2039,15.53751308543298
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 20% oxygen content",CO2e,g,MJ,2040,16.440196720641076
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 20% oxygen content",CO2e,g,MJ,2041,16.440196720641072
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 20% oxygen content",CO2e,g,MJ,2042,16.440196720641072
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 20% oxygen content",CO2e,g,MJ,2043,16.440196720641072
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 20% oxygen content",CO2e,g,MJ,2044,16.440196720641072
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 20% oxygen content",CO2e,g,MJ,2045,16.914093114278348
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 20% oxygen content",CO2e,g,MJ,2046,16.914093114278337
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 20% oxygen content",CO2e,g,MJ,2047,16.914093114278337
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 20% oxygen content",CO2e,g,MJ,2048,16.914093114278337
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 20% oxygen content",CO2e,g,MJ,2049,16.914093114278337
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 20% oxygen content",CO2e,g,MJ,2050,16.946496227165486
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 22% oxygen content",CO2e,g,MJ,2022,13.335846540297613
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 22% oxygen content",CO2e,g,MJ,2023,13.335846540297624
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 22% oxygen content",CO2e,g,MJ,2024,13.335846540297624
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 22% oxygen content",CO2e,g,MJ,2025,15.983870674240958
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 22% oxygen content",CO2e,g,MJ,2026,15.983870674240954
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 22% oxygen content",CO2e,g,MJ,2027,15.983870674240954
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 22% oxygen content",CO2e,g,MJ,2028,15.983870674240954
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 22% oxygen content",CO2e,g,MJ,2029,15.983870674240954
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 22% oxygen content",CO2e,g,MJ,2030,16.554682823063498
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 22% oxygen content",CO2e,g,MJ,2031,16.554682823063494
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 22% oxygen content",CO2e,g,MJ,2032,16.554682823063494
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 22% oxygen content",CO2e,g,MJ,2033,16.554682823063494
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 22% oxygen content",CO2e,g,MJ,2034,16.554682823063494
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 22% oxygen content",CO2e,g,MJ,2035,17.43298758033557
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 22% oxygen content",CO2e,g,MJ,2036,17.432987580335563
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 22% oxygen content",CO2e,g,MJ,2037,17.432987580335563
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 22% oxygen content",CO2e,g,MJ,2038,17.432987580335563
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 22% oxygen content",CO2e,g,MJ,2039,17.432987580335563
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 22% oxygen content",CO2e,g,MJ,2040,18.09165782587175
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 22% oxygen content",CO2e,g,MJ,2041,18.091657825871746
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 22% oxygen content",CO2e,g,MJ,2042,18.091657825871746
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 22% oxygen content",CO2e,g,MJ,2043,18.091657825871746
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 22% oxygen content",CO2e,g,MJ,2044,18.091657825871746
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 22% oxygen content",CO2e,g,MJ,2045,18.436310074140277
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 22% oxygen content",CO2e,g,MJ,2046,18.436310074140266
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 22% oxygen content",CO2e,g,MJ,2047,18.436310074140266
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 22% oxygen content",CO2e,g,MJ,2048,18.436310074140266
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 22% oxygen content",CO2e,g,MJ,2049,18.436310074140266
"2023: Catalytic Fast Pyrolysis of woody biomass to SAF, renewable diesel, and renewable gasoline, 22% oxygen content",CO2e,g,MJ,2050,18.402162876583112
"Baseline for Biopower, 100% coal, w/ CCS, 650 MWe",CO2e,g,mj,2022,32.23589143551701
"Baseline for Biopower, 100% coal, w/ CCS, 650 MWe",CO2e,g,mj,2023,32.23589143551701
"Baseline for Biopower, 100% coal, w/ CCS, 650 MWe",CO2e,g,mj,2024,32.23589143551701
"Baseline for Biopower, 100% coal, w/ CCS, 650 MWe",CO2e,g,mj,2025,32.05283564948529
"Baseline for Biopower, 100% coal, w/ CCS, 650 MWe",CO2e,g,mj,2026,32.05283564948529
"Baseline for Biopower, 100% coal, w/ CCS, 650 MWe",CO2e,g,mj,2027,32.05283564948529
"Baseline for Biopower, 100% coal, w/ CCS, 650 MWe",CO2e,g,mj,2028,32.05283564948529
"Baseline for Biopower, 100% coal, w/ CCS, 650 MWe",CO2e,g,mj,2029,32.05283564948529
"Baseline for Biopower, 100% coal, w/ CCS, 650 MWe",CO2e,g,mj,2030,31.97024573458637
"Baseline for Biopower, 100% coal, w/ CCS, 650 MWe",CO2e,g,mj,2031,31.97024573458637
"Baseline for Biopower, 100% coal, w/ CCS, 650 MWe",CO2e,g,mj,2032,31.97024573458637
"Baseline for Biopower, 100% coal, w/ CCS, 650 MWe",CO2e,g,mj,2033,31.97024573458637
"Baseline for Biopower, 100% coal, w/ CCS, 650 MWe",CO2e,g,mj,2034,31.97024573458637
"Baseline for Biopower, 100% coal, w/ CCS, 650 MWe",CO2e,g,mj,2035,31.904588506708787
"Baseline for Biopower, 100% coal, w/ CCS, 650 MWe",CO2e,g,mj,2036,31.904588506708787
"Baseline for Biopower, 100% coal, w/ CCS, 650 MWe",CO2e,g,mj,2037,31.904588506708787
"Baseline for Biopower, 100% coal, w/ CCS, 650 MWe",CO2e,g,mj,2038,31.904588506708787
"Baseline for Biopower, 100% coal, w/ CCS, 650 MWe",CO2e,g,mj,2039,31.904588506708787
"Baseline for Biopower, 100% coal, w/ CCS, 650 MWe",CO2e,g,mj,2040,31.87376088704417
"Baseline for Biopower, 100% coal, w/ CCS, 650 MWe",CO2e,g,mj,2041,31.87376088704417
"Baseline for Biopower, 100% coal, w/ CCS, 650 MWe",CO2e,g,mj,2042,31.87376088704417
"Baseline for Biopower, 100% coal, w/ CCS, 650 MWe",CO2e,g,mj,2043,31.87376088704417
"Baseline for Biopower, 100% coal, w/ CCS, 650 MWe",CO2e,g,mj,2044,31.87376088704417
"Baseline for Biopower, 100% coal, w/ CCS, 650 MWe",CO2e,g,mj,2045,31.85724478355727
"Baseline for Biopower, 100% coal, w/ CCS, 650 MWe",CO2e,g,mj,2046,31.857244783557263
"Baseline for Biopower, 100% coal, w/ CCS, 650 MWe",CO2e,g,mj,2047,31.857244783557263
"Baseline for Biopower, 100% coal, w/ CCS, 650 MWe",CO2e,g,mj,2048,31.857244783557263
"Baseline for Biopower, 100% coal, w/ CCS, 650 MWe",CO2e,g,mj,2049,31.857244783557263
"Baseline for Biopower, 100% coal, w/ CCS, 650 MWe",CO2e,g,mj,2050,31.813995883172716
"Baseline for Biopower, 100% coal, w/o CCS, 650 MWe",CO2e,g,mj,2022,236.1170040050845
"Baseline for Biopower, 100% coal, w/o CCS, 650 MWe",CO2e,g,mj,2023,236.1170040050845
"Baseline for Biopower, 100% coal, w/o CCS, 650 MWe",CO2e,g,mj,2024,236.1170040050845
"Baseline for Biopower, 100% coal, w/o CCS, 650 MWe",CO2e,g,mj,2025,235.98091878589898
"Baseline for Biopower, 100% coal, w/o CCS, 650 MWe",CO2e,g,mj,2026,235.98091878589898
"Baseline for Biopower, 100% coal, w/o CCS, 650 MWe",CO2e,g,mj,2027,235.98091878589898
"Baseline for Biopower, 100% coal, w/o CCS, 650 MWe",CO2e,g,mj,2028,235.98091878589898
"Baseline for Biopower, 100% coal, w/o CCS, 650 MWe",CO2e,g,mj,2029,235.98091878589898
"Baseline for Biopower, 100% coal, w/o CCS, 650 MWe",CO2e,g,mj,2030,235.91894218873648
"Baseline for Biopower, 100% coal, w/o CCS, 650 MWe",CO2e,g,mj,2031,235.91894218873648
"Baseline for Biopower, 100% coal, w/o CCS, 650 MWe",CO2e,g,mj,2032,235.91894218873648
"Baseline for Biopower, 100% coal, w/o CCS, 650 MWe",CO2e,g,mj,2033,235.91894218873648
"Baseline for Biopower, 100% coal, w/o CCS, 650 MWe",CO2e,g,mj,2034,235.91894218873648
"Baseline for Biopower, 100% coal, w/o CCS, 650 MWe",CO2e,g,mj,2035,235.87023356480867
"Baseline for Biopower, 100% coal, w/o CCS, 650 MWe",CO2e,g,mj,2036,235.87023356480867
"Baseline for Biopower, 100% coal, w/o CCS, 650 MWe",CO2e,g,mj,2037,235.87023356480867
"Baseline for Biopower, 100% coal, w/o CCS, 650 MWe",CO2e,g,mj,2038,235.87023356480867
"Baseline for Biopower, 100% coal, w/o CCS, 650 MWe",CO2e,g,mj,2039,235.87023356480867
"Baseline for Biopower, 100% coal, w/o CCS, 650 MWe",CO2e,g,mj,2040,235.84743870024317
"Baseline for Biopower, 100% coal, w/o CCS, 650 MWe",CO2e,g,mj,2041,235.84743870024317
"Baseline for Biopower, 100% coal, w/o CCS, 650 MWe",CO2e,g,mj,2042,235.84743870024317
"Baseline for Biopower, 100% coal, w/o CCS, 650 MWe",CO2e,g,mj,2043,235.84743870024317
"Baseline for Biopower, 100% coal, w/o CCS, 650 MWe",CO2e,g,mj,2044,235.84743870024317
"Baseline for Biopower, 100% coal, w/o CCS, 650 MWe",CO2e,g,mj,2045,235.83522614925184
"Baseline for Biopower, 100% coal, w/o CCS, 650 MWe",CO2e,g,mj,2046,235.83522614925184
"Baseline for Biopower, 100% coal, w/o CCS, 650 MWe",CO2e,g,mj,2047,235.83522614925184
"Baseline for Biopower, 100% coal, w/o CCS, 650 MWe",CO2e,g,mj,2048,235.83522614925184
"Baseline for Biopower, 100% coal, w/o CCS, 650 MWe",CO2e,g,mj,2049,235.83522614925184
"Baseline for Biopower, 100% coal, w/o CCS, 650 MWe",CO2e,g,mj,2050,235.80251526692828
Biomass to Hydrogen,CO2e,g,MJ,2022,36.80522333160236
Biomass to Hydrogen,CO2e,g,MJ,2023,36.80522333160236
Biomass to Hydrogen,CO2e,g,MJ,2024,36.80522333160236
Biomass to Hydrogen,CO2e,g,MJ,2025,33.15332348798604
Biomass to Hydrogen,CO2e,g,MJ,2026,33.15332348798604
Biomass to Hydrogen,CO2e,g,MJ,2027,33.15332348798604
Biomass to Hydrogen,CO2e,g,MJ,2028,33.15332348798604
Biomass to Hydrogen,CO2e,g,MJ,2029,33.15332348798604
Biomass to Hydrogen,CO2e,g,MJ,2030,31.720957379558328
Biomass to Hydrogen,CO2e,g,MJ,2031,31.720957379558328
Biomass to Hydrogen,CO2e,g,MJ,2032,31.720957379558328
Biomass to Hydrogen,CO2e,g,MJ,2033,31.720957379558328
Biomass to Hydrogen,CO2e,g,MJ,2034,31.720957379558328
Biomass to Hydrogen,CO2e,g,MJ,2035,30.294246087617374
Biomass to Hydrogen,CO2e,g,MJ,2036,30.294246087617374
Biomass to Hydrogen,CO2e,g,MJ,2037,30.294246087617374
Biomass to Hydrogen,CO2e,g,MJ,2038,30.294246087617374
Biomass to Hydrogen,CO2e,g,MJ,2039,30.294246087617374
Biomass to Hydrogen,CO2e,g,MJ,2040,29.641278783284655
Biomass to Hydrogen,CO2e,g,MJ,2041,29.641278783284655
Biomass to Hydrogen,CO2e,g,MJ,2042,29.641278783284655
Biomass to Hydrogen,CO2e,g,MJ,2043,29.641278783284655
Biomass to Hydrogen,CO2e,g,MJ,2044,29.641278783284655
Biomass to Hydrogen,CO2e,g,MJ,2045,29.2914717089289
Biomass to Hydrogen,CO2e,g,MJ,2046,29.291471708928896
Biomass to Hydrogen,CO2e,g,MJ,2047,29.291471708928896
Biomass to Hydrogen,CO2e,g,MJ,2048,29.291471708928896
Biomass to Hydrogen,CO2e,g,MJ,2049,29.291471708928896
Biomass to Hydrogen,CO2e,g,MJ,2050,28.713749667055925
"Biomass to Hydrogen with CCS, design case",CO2e,g,MJ,2022,-99.00744080570271
"Biomass to Hydrogen with CCS, design case",CO2e,g,MJ,2023,-99.00744080570271
"Biomass to Hydrogen with CCS, design case",CO2e,g,MJ,2024,-99.00744080570271
"Biomass to Hydrogen with CCS, design case",CO2e,g,MJ,2025,-105.3273806808896
"Biomass to Hydrogen with CCS, design case",CO2e,g,MJ,2026,-105.3273806808896
"Biomass to Hydrogen with CCS, design case",CO2e,g,MJ,2027,-105.3273806808896
"Biomass to Hydrogen with CCS, design case",CO2e,g,MJ,2028,-105.3273806808896
"Biomass to Hydrogen with CCS, design case",CO2e,g,MJ,2029,-105.3273806808896
"Biomass to Hydrogen with CCS, design case",CO2e,g,MJ,2030,-107.61111943353998
